ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
55,WISCONSIN,WI,Washburn,55129,"Washburn County, Wisconsin",797.1129223,15689,0,13229,83,7062,151,2050,207,319,60,29336,1289,909,85,3913,22,3021,10,2529,151,423,67,883,9,38,52,216,46,759,80,90,26,292,58,236,90,13.3,1.3,4.4,0.8,29336.0,1289.0,7.7,0.7,24.9,0.1,19.3,0.1,16.3,1.0,6.0,0.9,5.6,0.1,0.3,0.4,1.6,0.3,5.7,0.6,1.3,0.4,4.1,0.8,1.5,0.6,0.7465,0.7465,0.5211,0.4085,2.4226,0.6479,0.8873,0.1549,0.831,0.0845,1.9577,0.5211,0.2394,0.1831,0.4225,0.1408,0.0563,0.507,0.2676,0.2394,0.3662,1.4365,0.1268,6.2393,0.2817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,126,5.6,0.8,14365
55,WISCONSIN,WI,Bayfield,55007,"Bayfield County, Wisconsin",1477.8803323,14992,0,13306,41,6963,164,1712,180,347,54,29886,825,584,72,3891,15,2629,29,2430,123,418,61,2280,10,24,50,217,58,937,110,141,35,233,45,128,39,11.5,1.2,4.7,0.7,29886.0,825.0,5.1,0.6,26.0,0.1,17.5,0.2,16.3,0.8,6.0,0.9,15.2,0.1,0.2,0.3,1.6,0.4,7.0,0.8,2.0,0.5,3.3,0.6,0.9,0.3,0.507,0.7606,0.4085,0.0563,1.7324,0.3662,0.9296,0.0986,0.831,0.0845,1.9437,0.4648,0.8451,0.0986,0.9437,0.493,0.0563,0.662,0.8028,0.0282,0.0704,1.6197,0.2113,6.2395,0.2958,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,941,91,6.3,0.6,11068
55,WISCONSIN,WI,Shawano,55115,"Shawano County, Wisconsin",893.224431,41009,0,20871,74,17019,237,4071,404,518,75,28051,685,2556,178,8340,37,8887,0,5049,267,1171,152,5372,3,100,74,718,113,1489,187,217,65,848,130,659,97,10.1,1.0,2.5,0.4,28051.0,685.0,8.7,0.6,20.3,0.1,21.7,0.0,12.5,0.7,6.9,0.9,13.1,0.0,0.3,0.2,3.4,0.5,7.1,0.9,1.3,0.4,5.0,0.8,1.6,0.2,0.3521,0.0845,0.6901,0.5493,1.676,0.3099,0.662,0.5211,0.4648,0.2958,1.9437,0.4648,0.7887,0.1831,0.9718,0.507,0.338,0.6761,0.2676,0.3662,0.4225,2.0704,0.2958,6.6619,0.3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2691,317,6.7,0.8,31677
55,WISCONSIN,WI,Marathon,55073,"Marathon County, Wisconsin",1545.2668229,135264,0,59078,152,55377,438,12468,1010,2507,282,31879,762,7759,473,22508,98,31270,0,15265,704,3426,351,14982,51,1822,295,4365,407,1652,157,1141,190,2723,330,1653,281,9.4,0.8,3.4,0.4,31879.0,762.0,8.3,0.5,16.6,0.1,23.1,0.0,11.4,0.5,6.2,0.6,11.1,0.0,1.4,0.2,7.4,0.7,2.8,0.3,2.1,0.3,4.9,0.6,1.2,0.2,0.2535,0.4085,0.1972,0.4789,1.3381,0.2254,0.2817,0.7746,0.2535,0.1549,1.4647,0.1408,0.7465,0.8732,1.6197,0.8873,0.7042,0.1972,0.8592,0.338,0.1831,2.2817,0.3803,6.7042,0.3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,732,5.8,0.5,133945
55,WISCONSIN,WI,Waupaca,55135,"Waupaca County, Wisconsin",747.6915914,51444,0,25717,171,22024,296,5303,602,834,134,30627,818,3019,291,10311,70,10668,6,7103,508,1746,255,2873,61,344,129,1437,260,1319,170,227,67,1133,186,1618,353,10.7,1.2,3.1,0.5,30627.0,818.0,8.1,0.8,20.0,0.1,20.7,0.0,14.2,1.0,7.9,1.2,5.6,0.1,0.7,0.3,5.6,1.0,5.1,0.7,1.0,0.3,5.1,0.8,3.1,0.7,0.4225,0.2958,0.2817,0.4648,1.4648,0.2535,0.6479,0.3662,0.6761,0.5775,2.2677,0.662,0.2394,0.493,0.7324,0.3803,0.5915,0.4366,0.0845,0.4225,0.7465,2.2816,0.3662,6.7465,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2850,374,5.7,0.7,46142
55,WISCONSIN,WI,Wood,55141,"Wood County, Wisconsin",793.0133306,73274,0,34868,100,32245,349,7488,740,1445,214,30006,753,3739,338,14436,79,15888,0,10306,545,2422,276,5528,87,496,201,2761,357,1550,227,305,109,1704,269,956,152,10.3,1.0,3.8,0.6,30006.0,753.0,7.2,0.7,19.7,0.1,21.7,0.0,14.2,0.7,7.5,0.9,7.5,0.1,0.7,0.3,7.9,1.0,4.4,0.7,0.9,0.3,5.3,0.8,1.3,0.2,0.3662,0.6056,0.3944,0.338,1.7042,0.338,0.6197,0.5211,0.6761,0.493,2.3099,0.6901,0.4789,0.493,0.9719,0.5211,0.7465,0.3239,0.0282,0.507,0.2394,1.845,0.2676,6.831,0.3521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422,382,4.7,0.5,81446
55,WISCONSIN,WI,Dane,55025,"Dane County, Wisconsin",1196.4956952,529843,0,229498,271,219490,922,61414,2168,9792,676,38757,369,15107,965,67689,41,110062,40,44431,1540,15318,846,106995,230,8149,790,54449,1245,1804,230,4043,484,16088,807,13894,607,11.9,0.4,3.1,0.2,38757.0,369.0,4.4,0.3,12.8,0.1,20.8,0.0,8.5,0.3,7.0,0.4,20.2,0.0,1.6,0.2,23.7,0.5,0.8,0.1,1.8,0.2,7.3,0.4,2.6,0.1,0.5634,0.2958,0.0282,0.0423,0.9297,0.1408,0.0141,0.4085,0.0141,0.3521,0.7888,0.0,0.9155,0.9296,1.8451,0.9577,1.0,0.0423,0.6761,0.9014,0.6479,3.2677,0.8592,6.8313,0.3662,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,2,4,22424,1634,4.3,0.3,514478
55,WISCONSIN,WI,Winnebago,55139,"Winnebago County, Wisconsin",434.6914425,169926,0,75203,222,70173,486,19184,1106,3015,359,33000,880,8243,562,26174,94,35149,0,19557,773,5601,486,18767,68,1495,286,8418,506,1322,189,693,155,3881,378,8107,486,11.9,0.7,3.3,0.4,33000.0,880.0,7.2,0.5,15.4,0.1,20.7,0.0,11.9,0.5,8.0,0.7,11.0,0.0,0.9,0.2,11.2,0.7,1.8,0.3,1.0,0.2,5.5,0.5,4.8,0.3,0.5634,0.3803,0.1268,0.338,1.4085,0.2394,0.1549,0.3662,0.3099,0.6338,1.4648,0.1549,0.7324,0.6761,1.4085,0.7887,0.9296,0.1127,0.0845,0.5915,0.8732,2.5915,0.4366,6.8733,0.3803,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7815,736,4.7,0.4,180770
55,WISCONSIN,WI,Price,55099,"Price County, Wisconsin",1254.0545315,13490,0,10983,835,6605,839,1566,209,145,58,27569,1365,913,114,3299,11,2339,59,2099,131,438,120,771,9,7,51,263,72,1229,132,114,44,396,120,202,109,11.8,1.6,2.2,0.9,27569.0,1365.0,8.8,1.1,24.5,0.1,17.3,0.4,15.8,0.9,6.6,1.6,5.7,0.1,0.1,0.4,2.4,0.6,11.2,1.2,1.7,0.6,6.0,1.5,1.5,0.8,0.5352,0.0141,0.7465,0.5915,1.8873,0.4789,0.8592,0.0845,0.7887,0.2113,1.9437,0.4648,0.2958,0.0141,0.3099,0.0704,0.2113,0.9014,0.5634,0.7183,0.3662,2.7606,0.5775,6.9015,0.3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,742,133,5.6,1.0,12014
55,WISCONSIN,WI,Portage,55097,"Portage County, Wisconsin",800.8775785,70599,0,30775,131,28357,269,8427,600,1452,214,29742,741,3001,245,10985,71,13819,53,7830,461,2010,253,6177,196,513,182,2428,309,1481,160,390,103,1634,218,3353,265,12.5,0.9,3.7,0.5,29742.0,741.0,6.7,0.5,15.6,0.1,19.6,0.1,11.1,0.7,7.1,0.9,8.7,0.3,0.8,0.3,7.9,1.0,4.8,0.5,1.4,0.4,5.8,0.8,4.7,0.4,0.6338,0.5211,0.4225,0.2394,1.8168,0.4085,0.1831,0.1972,0.169,0.4085,0.9578,0.0282,0.5352,0.6197,1.1549,0.662,0.7465,0.4225,0.338,0.6479,0.8592,3.0141,0.7324,6.9436,0.4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3424,413,4.9,0.6,69999
55,WISCONSIN,WI,Lafayette,55065,"Lafayette County, Wisconsin",633.5877241,16735,0,7265,78,6679,115,1782,222,191,38,28198,890,1116,123,2941,35,4138,28,1998,130,553,80,948,8,142,68,170,35,335,45,119,31,347,54,114,31,10.8,1.3,2.2,0.4,28198.0,890.0,9.8,1.1,17.6,0.2,24.7,0.2,12.0,0.8,8.3,1.2,5.7,0.0,0.9,0.4,2.3,0.5,4.6,0.6,1.8,0.5,5.2,0.8,0.7,0.2,0.4366,0.0141,0.6479,0.7606,1.8592,0.4507,0.4648,0.9155,0.338,0.7042,2.4225,0.7606,0.2958,0.6761,0.9719,0.5211,0.169,0.3662,0.6761,0.4648,0.0141,1.6902,0.2394,6.9438,0.4225,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1393,191,8.4,1.2,10699
55,WISCONSIN,WI,Manitowoc,55071,"Manitowoc County, Wisconsin",589.3042556,79407,0,37428,118,34463,359,8303,748,1252,197,28803,595,4971,390,15309,82,16607,0,9509,562,2423,281,7237,32,929,222,2414,285,1065,160,403,108,2090,239,1088,210,10.6,1.0,3.0,0.5,28803.0,595.0,8.7,0.7,19.3,0.1,20.9,0.0,12.0,0.7,7.0,0.8,9.1,0.0,1.2,0.3,6.4,0.8,2.8,0.4,1.2,0.3,6.1,0.7,1.4,0.3,0.4085,0.2394,0.5634,0.5493,1.7606,0.3944,0.5634,0.4366,0.338,0.3521,1.6901,0.2817,0.5775,0.8169,1.3944,0.7746,0.6479,0.1972,0.2113,0.7465,0.3099,2.1128,0.3099,6.9579,0.4366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484,330,4.4,0.4,73948
55,WISCONSIN,WI,Grant,55043,"Grant County, Wisconsin",1146.8788407,51828,0,22051,168,19401,305,7135,669,831,122,24974,579,2448,184,8591,30,10687,0,5546,295,1307,165,2515,8,166,70,1442,223,1255,111,331,100,1062,144,3840,321,14.8,1.4,3.1,0.4,24974.0,579.0,7.7,0.6,16.6,0.1,20.6,0.0,10.9,0.6,6.7,0.8,4.9,0.0,0.3,0.1,6.5,1.0,5.7,0.5,1.7,0.5,5.5,0.7,7.4,0.6,0.9014,0.2958,0.9296,0.4085,2.5353,0.7042,0.2817,0.3521,0.1549,0.2254,1.0141,0.0563,0.1268,0.1831,0.3099,0.0704,0.662,0.507,0.5634,0.5915,0.9859,3.3098,0.8873,7.1691,0.4507,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3565,360,7.0,0.7,46249
55,WISCONSIN,WI,Dunn,55033,"Dunn County, Wisconsin",850.1600301,44498,0,18399,135,16818,275,5050,444,880,146,27107,933,1735,217,6688,49,8884,0,5550,342,1179,171,3141,24,274,99,982,177,1797,184,276,86,808,170,3629,264,12.4,1.1,3.6,0.6,27107.0,933.0,6.4,0.8,15.0,0.1,20.0,0.0,12.6,0.8,7.0,1.0,7.1,0.1,0.6,0.2,5.3,1.0,9.8,1.0,1.6,0.5,4.8,1.0,8.2,0.6,0.6197,0.4789,0.7746,0.1831,2.0563,0.5352,0.1408,0.2394,0.4789,0.3521,1.2112,0.0986,0.4366,0.4225,0.8591,0.4648,0.5493,0.831,0.4366,0.3099,1.0,3.1268,0.8028,7.2534,0.4648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2669,431,6.0,1.0,40814
55,WISCONSIN,WI,Burnett,55013,"Burnett County, Wisconsin",821.5580623,15258,0,15485,395,7303,418,2050,176,345,88,28424,749,808,83,4173,15,2731,0,2548,154,650,96,1450,7,32,46,131,31,1458,130,115,34,265,53,139,83,13.6,1.2,5.0,1.3,28424.0,749.0,6.9,0.7,27.3,0.1,17.9,0.0,16.8,1.0,8.9,1.2,9.5,0.0,0.2,0.3,0.8,0.2,9.4,0.8,1.6,0.5,3.6,0.7,0.9,0.5,0.7606,0.8028,0.6056,0.2676,2.4366,0.662,0.9437,0.1127,0.8592,0.8451,2.7607,0.9577,0.6197,0.0986,0.7183,0.3521,0.0141,0.8169,0.4366,0.0986,0.0704,1.4366,0.1408,7.3522,0.4789,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1027,135,6.8,0.9,12694
55,WISCONSIN,WI,Jefferson,55055,"Jefferson County, Wisconsin",556.4656368,84652,0,35694,134,32866,388,7282,808,1749,228,30329,783,4931,319,13470,80,18371,0,9308,552,2720,336,8665,52,820,204,2380,276,1592,224,602,142,1239,207,3662,287,8.9,1.0,3.7,0.5,30329.0,783.0,8.5,0.5,15.9,0.1,21.7,0.0,11.1,0.7,8.3,1.0,10.2,0.1,1.0,0.3,6.7,0.8,4.5,0.6,1.8,0.4,3.8,0.6,4.3,0.3,0.2113,0.5211,0.338,0.5352,1.6056,0.2958,0.2254,0.5211,0.169,0.7042,1.6197,0.2394,0.7042,0.7324,1.4366,0.8028,0.6761,0.3521,0.6761,0.169,0.831,2.7043,0.5493,7.3662,0.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4230,404,5.0,0.5,76751
55,WISCONSIN,WI,Fond du Lac,55039,"Fond du Lac County, Wisconsin",719.5653174,102315,0,45035,176,41346,427,8920,1011,2077,333,30454,753,5889,435,17808,61,22235,0,11398,587,3055,276,10273,42,897,254,3945,412,1637,169,578,180,2580,302,3380,318,9.0,1.0,3.7,0.6,30454.0,753.0,8.3,0.6,17.4,0.1,21.7,0.0,11.3,0.6,7.4,0.7,10.0,0.0,0.9,0.3,8.8,0.9,3.6,0.4,1.4,0.4,6.2,0.7,3.3,0.3,0.2254,0.5211,0.3099,0.4789,1.5353,0.2817,0.3944,0.5211,0.2113,0.4507,1.5775,0.2113,0.662,0.6761,1.3381,0.7324,0.8169,0.2676,0.338,0.7887,0.7606,2.9718,0.7183,7.4227,0.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4254,422,4.2,0.4,95387
55,WISCONSIN,WI,Chippewa,55017,"Chippewa County, Wisconsin",1008.354974,63635,0,28220,143,25485,298,6617,712,1065,230,28277,681,3322,249,10768,51,14472,130,7793,529,2188,284,4007,3,272,116,1581,241,1135,141,427,121,1239,241,2629,244,10.9,1.2,3.3,0.7,28277.0,681.0,7.5,0.6,16.9,0.1,22.7,0.2,12.7,0.9,8.6,1.1,6.3,0.0,0.5,0.2,5.6,0.9,4.0,0.5,1.7,0.5,4.9,0.9,4.1,0.4,0.4507,0.3803,0.6338,0.3803,1.8451,0.4225,0.338,0.7324,0.507,0.8169,2.3943,0.7465,0.3662,0.3099,0.6761,0.2817,0.5915,0.2817,0.5634,0.338,0.8169,2.5915,0.4366,7.507,0.5211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666,589,6.0,1.0,54756
55,WISCONSIN,WI,La Crosse,55063,"La Crosse County, Wisconsin",451.7689505,117850,0,50012,170,47319,441,14874,1046,2625,383,31001,743,4076,445,18109,120,23640,0,13345,604,3246,389,11749,71,1712,379,6688,491,2291,226,734,192,2737,316,5198,359,13.2,0.9,4.0,0.6,31001.0,743.0,5.4,0.6,15.4,0.1,20.1,0.0,11.5,0.5,6.9,0.8,10.0,0.1,1.5,0.3,13.4,1.0,4.6,0.5,1.6,0.4,5.8,0.7,4.4,0.3,0.7183,0.6479,0.2394,0.1127,1.7183,0.3521,0.1549,0.2535,0.2676,0.2958,0.9718,0.0423,0.662,0.9014,1.5634,0.8592,0.9718,0.3662,0.4366,0.6479,0.8451,3.2676,0.8451,7.5211,0.5352,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,5230,555,4.5,0.5,125880
55,WISCONSIN,WI,Dodge,55027,"Dodge County, Wisconsin",875.7075137,87776,0,37669,169,34605,377,7217,719,1982,231,28543,598,5675,349,14626,65,18322,261,9598,467,2857,335,8711,40,473,156,3029,351,1525,138,438,101,1761,211,4401,365,8.7,0.9,4.3,0.5,28543.0,598.0,9.0,0.6,16.7,0.1,20.9,0.3,11.5,0.6,8.3,1.0,9.9,0.0,0.6,0.2,8.0,0.9,4.0,0.4,1.3,0.3,5.1,0.6,5.0,0.4,0.1972,0.7324,0.5915,0.6338,2.1549,0.5775,0.3099,0.4366,0.2676,0.7042,1.7183,0.3099,0.6479,0.4225,1.0704,0.6056,0.7746,0.2817,0.2676,0.4225,0.9014,2.6478,0.4789,7.5914,0.5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3346,407,4.0,0.5,78201
55,WISCONSIN,WI,Taylor,55119,"Taylor County, Wisconsin",975.0306366,20356,0,10680,122,8632,182,2009,188,396,84,26881,859,1594,145,3713,9,4877,27,2487,187,686,89,809,16,138,66,261,84,971,107,145,34,465,103,206,35,10.0,0.9,3.7,0.8,26881.0,859.0,11.4,1.0,18.2,0.1,24.0,0.1,12.3,0.9,7.9,1.0,4.0,0.1,0.7,0.3,2.4,0.8,9.1,1.0,1.7,0.4,5.4,1.2,1.0,0.2,0.338,0.5211,0.8028,0.8732,2.5351,0.6901,0.507,0.8592,0.4225,0.5775,2.3662,0.7183,0.0423,0.493,0.5353,0.1831,0.2113,0.8028,0.5634,0.5493,0.1268,2.2536,0.3521,7.6902,0.5634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,186,7.9,0.9,17512
55,WISCONSIN,WI,Sheboygan,55117,"Sheboygan County, Wisconsin",511.5276451,115205,0,50939,131,47303,418,8540,837,2255,325,30151,572,5885,525,19559,71,25925,0,11806,626,3673,386,17716,59,1190,230,4728,402,1117,135,899,203,2873,309,3011,238,7.6,0.7,3.6,0.5,30151.0,572.0,7.3,0.7,17.0,0.1,22.5,0.0,10.5,0.6,7.8,0.8,15.4,0.1,1.1,0.2,9.3,0.8,2.2,0.3,1.9,0.4,6.1,0.6,2.6,0.2,0.0704,0.4789,0.3521,0.3662,1.2676,0.2113,0.3521,0.6901,0.1127,0.5634,1.7183,0.3099,0.8592,0.7746,1.6338,0.9014,0.8732,0.1408,0.7324,0.7465,0.6479,3.1408,0.8169,7.7605,0.5775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5124,546,4.5,0.5,116269
55,WISCONSIN,WI,Eau Claire,55035,"Eau Claire County, Wisconsin",637.9220831,102991,0,43770,160,40753,435,14271,1009,2153,353,29524,825,4179,463,15201,109,21031,0,12850,696,2919,344,10041,51,1231,259,3600,328,1361,195,636,168,2546,265,4146,328,14.4,1.0,3.7,0.6,29524.0,825.0,6.5,0.7,14.8,0.1,20.4,0.0,12.6,0.7,7.2,0.8,9.7,0.0,1.3,0.3,8.2,0.7,3.1,0.4,1.6,0.4,6.2,0.6,4.0,0.3,0.8732,0.5211,0.4789,0.1972,2.0704,0.5493,0.1268,0.3239,0.4789,0.4225,1.3521,0.1127,0.6338,0.8592,1.493,0.8169,0.7887,0.2254,0.4366,0.7887,0.8028,3.0422,0.7465,7.9577,0.5915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6836,760,6.7,0.7,109482
55,WISCONSIN,WI,Marquette,55077,"Marquette County, Wisconsin",455.7067686,15207,0,9958,58,6516,130,1702,163,377,57,26068,631,1310,117,3595,17,3019,19,2440,141,395,65,996,43,67,51,173,35,1201,106,104,32,273,61,259,98,11.4,1.1,5.2,0.8,26068.0,631.0,11.6,1.0,23.6,0.1,19.9,0.1,16.2,0.9,6.1,1.0,6.5,0.3,0.5,0.4,1.7,0.4,12.1,1.1,1.6,0.5,4.2,0.9,1.7,0.6,0.493,0.831,0.8732,0.9014,3.0986,0.8732,0.8451,0.2254,0.8169,0.1268,2.0142,0.5634,0.3944,0.3099,0.7043,0.3239,0.1268,0.9155,0.4366,0.2676,0.4366,2.1831,0.3239,8.0002,0.6056,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,986,140,6.6,0.9,11591
55,WISCONSIN,WI,Marinette,55075,"Marinette County, Wisconsin",1399.4493875,40537,0,30719,152,18631,413,5236,598,944,168,26959,762,2665,213,9156,41,7834,0,6840,456,1526,216,1864,13,60,64,882,171,4542,270,215,61,1017,177,876,290,13.2,1.5,4.8,0.9,26959.0,762.0,8.9,0.7,22.6,0.1,19.3,0.0,17.1,1.1,8.2,1.1,4.6,0.0,0.2,0.2,2.9,0.6,14.8,0.9,1.2,0.3,5.5,0.9,2.2,0.7,0.7183,0.7746,0.7887,0.6197,2.9013,0.8451,0.7887,0.1549,0.8732,0.6761,2.4929,0.831,0.0986,0.0986,0.1972,0.0563,0.2676,0.9718,0.2113,0.5915,0.5775,2.6197,0.4648,8.2111,0.6197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2111,334,5.3,0.8,40720
55,WISCONSIN,WI,Sauk,55111,"Sauk County, Wisconsin",831.5426249,63596,0,30295,117,26178,306,6520,787,1143,167,29608,792,4126,391,11182,81,14578,0,7730,431,2182,285,5596,33,485,153,2760,373,1776,200,489,120,1365,202,859,128,10.4,1.3,3.2,0.5,29608.0,792.0,9.3,0.9,17.6,0.1,22.9,0.0,12.3,0.7,8.3,1.1,8.8,0.1,0.8,0.3,9.1,1.2,5.9,0.7,1.9,0.5,5.2,0.8,1.4,0.2,0.3944,0.338,0.4648,0.6761,1.8733,0.4648,0.4648,0.7606,0.4225,0.7042,2.3521,0.7042,0.5493,0.6197,1.169,0.6761,0.831,0.5775,0.7324,0.4648,0.3099,2.9156,0.6901,8.31,0.6338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,403,6.3,0.6,67745
55,WISCONSIN,WI,Trempealeau,55121,"Trempealeau County, Wisconsin",733.0041365,29438,0,13043,55,11936,137,2480,237,464,77,27733,494,2042,127,5121,43,7280,0,2971,139,1017,115,2941,16,517,101,496,74,790,95,235,45,627,92,430,60,8.6,0.8,3.0,0.5,27733.0,494.0,10.2,0.6,17.4,0.1,24.7,0.0,10.2,0.5,8.5,1.0,10.0,0.1,1.9,0.4,3.8,0.6,6.1,0.7,2.0,0.4,5.3,0.8,1.5,0.2,0.1549,0.2394,0.7183,0.831,1.9436,0.507,0.3944,0.9155,0.0704,0.7746,2.1549,0.5915,0.662,0.9437,1.6057,0.8732,0.4085,0.5915,0.8028,0.507,0.3662,2.676,0.5211,8.3802,0.6479,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,2243,241,7.7,0.8,28296
55,WISCONSIN,WI,Green Lake,55047,"Green Lake County, Wisconsin",349.5438619,18757,0,10700,53,7935,180,2049,326,265,63,27915,850,1435,173,4016,40,4260,13,2407,200,519,99,1397,16,179,66,544,110,605,94,147,52,571,101,227,75,11.1,1.8,2.8,0.7,27915.0,850.0,10.8,1.3,21.4,0.2,22.7,0.1,13.0,1.1,6.5,1.2,7.4,0.1,1.0,0.4,5.1,1.0,5.7,0.9,1.9,0.7,7.2,1.2,1.2,0.4,0.4648,0.1549,0.7042,0.8451,2.169,0.5915,0.7324,0.7324,0.5493,0.1972,2.2113,0.6197,0.4648,0.7324,1.1972,0.6901,0.507,0.507,0.7324,0.8873,0.1831,2.8168,0.6197,8.3943,0.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1731,237,9.3,1.3,16151
55,WISCONSIN,WI,Douglas,55031,"Douglas County, Wisconsin",1304.2920411,43402,0,23124,110,18920,223,5285,581,970,182,28888,727,2031,235,7600,44,8725,0,6276,394,1821,213,3583,23,93,76,1414,195,1457,148,330,117,1382,235,1190,196,12.5,1.4,4.2,0.8,28888.0,727.0,6.6,0.8,17.5,0.1,20.1,0.0,14.7,0.9,9.6,1.1,8.3,0.1,0.2,0.2,6.1,0.8,6.3,0.6,1.7,0.6,7.3,1.2,2.7,0.5,0.6338,0.7042,0.5493,0.2254,2.1127,0.5634,0.4225,0.2535,0.7324,0.8873,2.2957,0.6761,0.493,0.0986,0.5916,0.1972,0.6197,0.6338,0.5634,0.9014,0.6761,3.3944,0.9437,8.3944,0.6761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2671,326,6.2,0.8,35932
55,WISCONSIN,WI,Walworth,55127,"Walworth County, Wisconsin",555.4341128,103013,0,52177,204,40372,515,11689,1044,2368,296,30593,611,6394,378,16928,72,22059,0,12384,690,3173,385,14928,41,2153,303,4028,362,1272,202,746,151,2062,268,2925,476,11.7,1.0,4.2,0.5,30593.0,611.0,9.4,0.6,16.4,0.1,21.4,0.0,12.1,0.7,7.9,0.9,14.5,0.0,2.2,0.3,7.7,0.7,2.4,0.4,1.8,0.4,5.1,0.6,2.8,0.5,0.5211,0.7042,0.2958,0.6901,2.2112,0.6197,0.2676,0.493,0.3803,0.5775,1.7184,0.338,0.8169,0.9577,1.7746,0.9296,0.7183,0.169,0.6761,0.4225,0.7324,2.7183,0.5634,8.4225,0.6901,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8102,707,7.9,0.7,90323
